Learner ID,Bubble sort,Quick sort,Selection Sort,Merge sort,Insertion sort
Learner396,"['exmaple', 'real life application', 'self-assesment']","['additional reading material', 'exmaple', 'self-assesment']","['self-assesment', 'commentary', 'quiz']","['videos', 'real life application', 'quiz']","['additional reading material', 'real life application', 'commentary']"
Learner397,"['commentary', 'quiz', 'real life application']","['additional reading material', 'videos', 'self-assesment']","['commentary', 'quiz', 'exmaple']","['quiz', 'exmaple', 'self-assesment']","['commentary', 'real life application', 'additional reading material']"
Learner398,"['videos', 'exmaple', 'quiz']","['commentary', 'quiz', 'videos']","['exmaple', 'quiz', 'additional reading material']","['additional reading material', 'exmaple', 'self-assesment']","['real life application', 'videos', 'commentary']"
Learner399,"['self-assesment', 'quiz', 'exmaple']","['quiz', 'real life application', 'videos']","['quiz', 'videos', 'commentary']","['self-assesment', 'quiz', 'additional reading material']","['exmaple', 'real life application', 'videos']"
Learner400,"['exmaple', 'commentary', 'real life application']","['real life application', 'exmaple', 'self-assesment']","['additional reading material', 'exmaple', 'videos']","['quiz', 'commentary', 'self-assesment']","['additional reading material', 'videos', 'real life application']"
Learner401,"['exmaple', 'self-assesment', 'quiz']","['quiz', 'real life application', 'self-assesment']","['exmaple', 'commentary', 'self-assesment']","['real life application', 'exmaple', 'quiz']","['videos', 'real life application', 'exmaple']"
Learner402,"['exmaple', 'real life application', 'self-assesment']","['videos', 'real life application', 'quiz']","['additional reading material', 'commentary', 'self-assesment']","['additional reading material', 'self-assesment', 'commentary']","['real life application', 'exmaple', 'additional reading material']"
Learner403,"['self-assesment', 'exmaple', 'videos']","['quiz', 'additional reading material', 'real life application']","['exmaple', 'additional reading material', 'self-assesment']","['exmaple', 'additional reading material', 'real life application']","['quiz', 'exmaple', 'real life application']"
Learner404,"['videos', 'exmaple', 'self-assesment']","['real life application', 'videos', 'quiz']","['videos', 'additional reading material', 'commentary']","['commentary', 'quiz', 'videos']","['commentary', 'real life application', 'videos']"
Learner405,"['exmaple', 'quiz', 'additional reading material']","['real life application', 'videos', 'exmaple']","['commentary', 'exmaple', 'self-assesment']","['additional reading material', 'quiz', 'real life application']","['real life application', 'exmaple', 'quiz']"
Learner406,"['videos', 'commentary', 'additional reading material']","['videos', 'additional reading material', 'self-assesment']","['commentary', 'quiz', 'real life application']","['commentary', 'exmaple', 'quiz']","['real life application', 'self-assesment', 'exmaple']"
Learner407,"['quiz', 'self-assesment', 'exmaple']","['real life application', 'exmaple', 'quiz']","['self-assesment', 'additional reading material', 'videos']","['real life application', 'videos', 'self-assesment']","['commentary', 'real life application', 'self-assesment']"
Learner408,"['quiz', 'additional reading material', 'real life application']","['self-assesment', 'commentary', 'additional reading material']","['additional reading material', 'real life application', 'commentary']","['additional reading material', 'videos', 'exmaple']","['self-assesment', 'exmaple', 'commentary']"
Learner409,"['real life application', 'quiz', 'videos']","['videos', 'commentary', 'self-assesment']","['quiz', 'real life application', 'exmaple']","['quiz', 'real life application', 'self-assesment']","['quiz', 'exmaple', 'self-assesment']"
Learner410,"['additional reading material', 'self-assesment', 'real life application']","['additional reading material', 'real life application', 'quiz']","['quiz', 'exmaple', 'real life application']","['real life application', 'additional reading material', 'videos']","['commentary', 'self-assesment', 'additional reading material']"
Learner411,"['additional reading material', 'self-assesment', 'commentary']","['commentary', 'exmaple', 'quiz']","['quiz', 'videos', 'self-assesment']","['additional reading material', 'exmaple', 'real life application']","['additional reading material', 'commentary', 'videos']"
Learner412,"['exmaple', 'videos', 'real life application']","['exmaple', 'videos', 'additional reading material']","['real life application', 'self-assesment', 'quiz']","['real life application', 'commentary', 'exmaple']","['additional reading material', 'videos', 'exmaple']"
Learner413,"['real life application', 'quiz', 'self-assesment']","['real life application', 'exmaple', 'commentary']","['videos', 'commentary', 'quiz']","['real life application', 'additional reading material', 'exmaple']","['self-assesment', 'additional reading material', 'real life application']"
Learner414,"['quiz', 'additional reading material', 'self-assesment']","['real life application', 'additional reading material', 'exmaple']","['exmaple', 'self-assesment', 'real life application']","['exmaple', 'quiz', 'videos']","['additional reading material', 'real life application', 'commentary']"
Learner415,"['real life application', 'quiz', 'videos']","['commentary', 'quiz', 'self-assesment']","['real life application', 'exmaple', 'additional reading material']","['videos', 'commentary', 'additional reading material']","['real life application', 'commentary', 'self-assesment']"
Learner416,"['commentary', 'quiz', 'exmaple']","['videos', 'self-assesment', 'quiz']","['self-assesment', 'real life application', 'commentary']","['quiz', 'additional reading material', 'self-assesment']","['self-assesment', 'videos', 'commentary']"
Learner417,"['quiz', 'additional reading material', 'self-assesment']","['self-assesment', 'quiz', 'real life application']","['real life application', 'self-assesment', 'quiz']","['commentary', 'quiz', 'exmaple']","['quiz', 'real life application', 'exmaple']"
Learner418,"['exmaple', 'videos', 'additional reading material']","['additional reading material', 'quiz', 'videos']","['commentary', 'quiz', 'additional reading material']","['quiz', 'additional reading material', 'self-assesment']","['videos', 'commentary', 'self-assesment']"
Learner419,"['videos', 'real life application', 'quiz']","['real life application', 'exmaple', 'self-assesment']","['commentary', 'videos', 'self-assesment']","['real life application', 'self-assesment', 'additional reading material']","['quiz', 'exmaple', 'commentary']"
Learner420,"['self-assesment', 'quiz', 'commentary']","['self-assesment', 'quiz', 'real life application']","['self-assesment', 'videos', 'quiz']","['additional reading material', 'commentary', 'quiz']","['videos', 'real life application', 'quiz']"
Learner421,"['additional reading material', 'real life application', 'commentary']","['commentary', 'real life application', 'additional reading material']","['self-assesment', 'exmaple', 'real life application']","['self-assesment', 'additional reading material', 'videos']","['commentary', 'real life application', 'self-assesment']"
Learner422,"['real life application', 'additional reading material', 'exmaple']","['exmaple', 'real life application', 'additional reading material']","['self-assesment', 'exmaple', 'videos']","['real life application', 'quiz', 'exmaple']","['self-assesment', 'real life application', 'commentary']"
Learner423,"['videos', 'quiz', 'self-assesment']","['videos', 'additional reading material', 'commentary']","['quiz', 'videos', 'real life application']","['self-assesment', 'commentary', 'videos']","['self-assesment', 'quiz', 'additional reading material']"
Learner424,"['additional reading material', 'real life application', 'quiz']","['videos', 'exmaple', 'additional reading material']","['quiz', 'commentary', 'real life application']","['additional reading material', 'exmaple', 'real life application']","['exmaple', 'real life application', 'commentary']"
Learner425,"['additional reading material', 'commentary', 'exmaple']","['real life application', 'commentary', 'exmaple']","['real life application', 'self-assesment', 'exmaple']","['real life application', 'videos', 'self-assesment']","['exmaple', 'commentary', 'videos']"
Learner426,"['videos', 'commentary', 'self-assesment']","['videos', 'real life application', 'additional reading material']","['quiz', 'exmaple', 'self-assesment']","['self-assesment', 'videos', 'exmaple']","['additional reading material', 'quiz', 'exmaple']"
Learner427,"['quiz', 'videos', 'self-assesment']","['real life application', 'videos', 'exmaple']","['quiz', 'exmaple', 'videos']","['exmaple', 'videos', 'commentary']","['self-assesment', 'additional reading material', 'videos']"
Learner428,"['videos', 'real life application', 'self-assesment']","['quiz', 'videos', 'additional reading material']","['real life application', 'commentary', 'self-assesment']","['videos', 'commentary', 'exmaple']","['commentary', 'exmaple', 'quiz']"
Learner429,"['videos', 'real life application', 'self-assesment']","['additional reading material', 'quiz', 'self-assesment']","['additional reading material', 'exmaple', 'self-assesment']","['videos', 'exmaple', 'real life application']","['self-assesment', 'commentary', 'real life application']"
Learner430,"['videos', 'real life application', 'additional reading material']","['additional reading material', 'real life application', 'self-assesment']","['exmaple', 'videos', 'self-assesment']","['commentary', 'additional reading material', 'videos']","['videos', 'quiz', 'real life application']"
Learner431,"['exmaple', 'real life application', 'self-assesment']","['self-assesment', 'real life application', 'exmaple']","['real life application', 'quiz', 'self-assesment']","['self-assesment', 'videos', 'additional reading material']","['self-assesment', 'exmaple', 'quiz']"
Learner432,"['videos', 'real life application', 'exmaple']","['self-assesment', 'quiz', 'real life application']","['additional reading material', 'videos', 'commentary']","['quiz', 'self-assesment', 'additional reading material']","['real life application', 'commentary', 'videos']"
Learner433,"['exmaple', 'additional reading material', 'self-assesment']","['self-assesment', 'videos', 'exmaple']","['videos', 'additional reading material', 'self-assesment']","['exmaple', 'real life application', 'commentary']","['real life application', 'exmaple', 'commentary']"
Learner434,"['commentary', 'additional reading material', 'real life application']","['quiz', 'additional reading material', 'real life application']","['videos', 'self-assesment', 'quiz']","['videos', 'real life application', 'self-assesment']","['exmaple', 'real life application', 'commentary']"
Learner435,"['quiz', 'self-assesment', 'real life application']","['self-assesment', 'additional reading material', 'commentary']","['videos', 'additional reading material', 'commentary']","['exmaple', 'additional reading material', 'quiz']","['videos', 'quiz', 'real life application']"
Learner436,"['videos', 'real life application', 'quiz']","['videos', 'commentary', 'additional reading material']","['real life application', 'self-assesment', 'additional reading material']","['real life application', 'exmaple', 'commentary']","['self-assesment', 'commentary', 'real life application']"
Learner437,"['exmaple', 'real life application', 'additional reading material']","['exmaple', 'additional reading material', 'videos']","['videos', 'quiz', 'real life application']","['videos', 'commentary', 'additional reading material']","['quiz', 'videos', 'real life application']"
Learner438,"['commentary', 'videos', 'additional reading material']","['real life application', 'self-assesment', 'additional reading material']","['videos', 'commentary', 'real life application']","['real life application', 'commentary', 'self-assesment']","['self-assesment', 'videos', 'quiz']"
Learner439,"['videos', 'commentary', 'real life application']","['commentary', 'self-assesment', 'quiz']","['additional reading material', 'exmaple', 'real life application']","['real life application', 'additional reading material', 'commentary']","['self-assesment', 'quiz', 'exmaple']"
Learner440,"['exmaple', 'self-assesment', 'commentary']","['exmaple', 'videos', 'commentary']","['self-assesment', 'additional reading material', 'videos']","['videos', 'commentary', 'real life application']","['commentary', 'videos', 'self-assesment']"
Learner441,"['exmaple', 'videos', 'additional reading material']","['real life application', 'quiz', 'commentary']","['additional reading material', 'commentary', 'self-assesment']","['quiz', 'exmaple', 'videos']","['self-assesment', 'quiz', 'additional reading material']"
Learner442,"['videos', 'real life application', 'quiz']","['additional reading material', 'videos', 'self-assesment']","['videos', 'additional reading material', 'exmaple']","['self-assesment', 'quiz', 'videos']","['exmaple', 'commentary', 'real life application']"
Learner443,"['additional reading material', 'quiz', 'commentary']","['quiz', 'videos', 'additional reading material']","['additional reading material', 'self-assesment', 'commentary']","['additional reading material', 'quiz', 'commentary']","['videos', 'additional reading material', 'commentary']"
Learner444,"['real life application', 'quiz', 'commentary']","['videos', 'exmaple', 'commentary']","['quiz', 'additional reading material', 'videos']","['real life application', 'videos', 'exmaple']","['quiz', 'exmaple', 'self-assesment']"
Learner445,"['quiz', 'videos', 'additional reading material']","['self-assesment', 'real life application', 'videos']","['commentary', 'videos', 'real life application']","['real life application', 'additional reading material', 'self-assesment']","['commentary', 'additional reading material', 'real life application']"
Learner446,"['exmaple', 'commentary', 'self-assesment']","['commentary', 'self-assesment', 'real life application']","['self-assesment', 'quiz', 'real life application']","['additional reading material', 'commentary', 'exmaple']","['self-assesment', 'exmaple', 'additional reading material']"
Learner447,"['exmaple', 'quiz', 'additional reading material']","['videos', 'additional reading material', 'exmaple']","['real life application', 'exmaple', 'quiz']","['exmaple', 'additional reading material', 'videos']","['additional reading material', 'commentary', 'exmaple']"
Learner448,"['commentary', 'real life application', 'quiz']","['quiz', 'self-assesment', 'exmaple']","['commentary', 'additional reading material', 'quiz']","['commentary', 'videos', 'exmaple']","['commentary', 'exmaple', 'additional reading material']"
Learner449,"['commentary', 'quiz', 'videos']","['real life application', 'self-assesment', 'videos']","['real life application', 'videos', 'self-assesment']","['exmaple', 'real life application', 'commentary']","['additional reading material', 'quiz', 'commentary']"
